ref_id,report_text,date_case,food,hazard,origin_country,destination_country,hazard_category,year,month
2017.0971,"Listeria monocytogenes (44000 CFU/g) in raw milk goat's cheese from France, intended for Japan",2017-07-06,raw milk goat's cheese,Listeria monocytogenes,France,Japan,Microbiological contamination,2017,7
2019.3326,"shigatoxin-producing Escherichia coli (presence /25g) in minced beef preparation from Belgium, intended for Netherlands",2019-09-19,minced beef preparation,shigatoxin-producing Escherichia coli,Belgium,Netherlands,Microbiological contamination,2019,9
2018.2686,"too high count of Escherichia coli (930 MPN/100g) in live clams (Venus verrucosa) purified in France, intended for Italy",2018-09-26,live clams (venus verrucosa),too high count of Escherichia coli,France,Italy,Microbiological contamination,2018,9
2018.172,"migration of primary aromatic amines (4.8 mg/kg - ppm) from soup ladles from China, via Hong Kong and via Spain, intended for Austria",2018-06-20,soup ladles,migration of primary aromatic amines,China,Austria,Packaging / chemical migration,2018,6
2017.2101,"unauthorised substance fipronil (0.51 mg/kg - ppm) in dried black mushrooms from Vietnam, via the Netherlands",2017-12-05,dried black mushrooms,unauthorised substance fipronil,Vietnam,Netherlands,Labelling / regulatory non-compliance,2017,12
2013.1243,"mercury (1.3 mg/kg - ppm) in frozen shark (Prionace glauca) from China, intended for Greece",2013-09-11,frozen shark (prionace glauca),mercury,China,Greece,Heavy metals,2013,9
2014.0242,"unauthorised placing on the market of food supplement containing maca root (Lepidium meyenii), ashwaganda (Withania somnifera), Tribulus terrestris, Astragalus membranaceus from Poland, intended for Italy",2014-02-20,"food supplement containing maca root (lepidium meyenii), ashwaganda (withania somnifera), tribulus terrestris, astragalus membranaceus",unauthorised placing on the market,Poland,Italy,Labelling / regulatory non-compliance,2014,2
2015.1291,"Listeria monocytogenes (presence in 3 out of 5 samples /25g) in enoki mushrooms from South Korea, intended for United Kingdom",2015-10-14,enoki mushrooms,Listeria monocytogenes,South Korea,United Kingdom,Microbiological contamination,2015,10
2018.1999,"consumer recall of frozen corn from Hungary in relation to a multi-country foodborne outbreak, intended for Canada",2018-07-16,frozen corn,foodborne outbreak,Hungary,Canada,Microbiological contamination,2018,7
2017.2095,"foodborne outbreak suspected (Salmonella Agona) to be caused by infant formula from France, intended for Republic of North Macedonia",2017-12-04,infant formula,foodborne outbreak suspected,France,Republic of North Macedonia,Microbiological contamination,2017,12
2019.4057,"shigatoxin-producing Escherichia coli (stx1-, stx2+, eae- /25g) in chilled spelt dough from Austria, intended for Slovenia",2019-11-19,chilled spelt dough,shigatoxin-producing Escherichia coli,Austria,Slovenia,Microbiological contamination,2019,11
2016.0724,"high content of iodine (2560 mg/kg - ppm) in dried algae (Laminaria longissima) from Japan, via the United Kingdom, intended for Spain",2016-06-03,dried algae (laminaria longissima),high content of iodine,Japan,Spain,Other,2016,6
2009.0047,"Listeria monocytogenes (40 CFU/g) in gorgonzola from Italy, intended for France",2009-01-16,gorgonzola,Listeria monocytogenes,Italy,France,Microbiological contamination,2009,1
2015.0936,"ethephon (0.97 mg/kg - ppm) in flame grapes from Egypt, intended for Netherlands",2015-07-16,flame grapes,ethephon,Egypt,Netherlands,Other,2015,7
2019.082,"ochratoxin A (44 µg/kg - ppb) in soychunks from India, via the United Kingdom, intended for Hungary",2019-03-01,soychunks,ochratoxin A,India,Hungary,Mycotoxins,2019,3
2018.172,"migration of primary aromatic amines (4.8 mg/kg - ppm) from soup ladles from China, via Hong Kong and via Spain, intended for Lithuania",2018-06-20,soup ladles,migration of primary aromatic amines,China,Lithuania,Packaging / chemical migration,2018,6
2017.1305,"parasitic infestation with Anisakis of codfish from Spain, intended for Italy",2017-08-29,codfish,parasitic infestation with Anisakis,Spain,Italy,Microbiological contamination,2017,8
2013.0907,pieces of wood in frozen baguettes with ham from Germany,2013-06-28,frozen baguettes with ham,pieces of wood,Germany,Germany,Other,2013,6
2012.0165,"unauthorised substance tadalafil in food supplement from Norway, intended for Spain",2012-02-02,food supplement,unauthorised substance tadalafil,Norway,Spain,Labelling / regulatory non-compliance,2012,2
2018.2511,high content of morphine (67.7 mg/kg - ppm) in poppy seeds from Poland,2018-09-06,poppy seeds,high content of morphine,Poland,Poland,Other,2018,9
2018.1135,"shigatoxin-producing Escherichia coli (stx1+, stx2+, eae+ /25g) in camembert cheese from France, intended for Hong Kong",2018-04-25,camembert cheese,shigatoxin-producing Escherichia coli,France,Hong Kong,Microbiological contamination,2018,4
2012.1285,"Salmonella enterica (presence /25g) in sesame paste from Lebanon, intended for Romania",2012-09-07,sesame paste,Salmonella,Lebanon,Romania,Microbiological contamination,2012,9
2017.1659,"Salmonella in live mussels from the Netherlands, intended for Spain",2017-10-13,live mussels,Salmonella,Netherlands,Spain,Microbiological contamination,2017,10
2016.0842,"shigatoxin-producing Escherichia coli (stx1+ eae+ O26H11) in goat's cheese from France, intended for Germany",2016-06-29,goat's cheese,shigatoxin-producing Escherichia coli,France,Germany,Microbiological contamination,2016,6
2016.0969,"unauthorised novel food ingredient agmatine sulphate in food supplement from the United States, via Poland, via the Netherlands and via the United Kingdom, intended for Slovenia",2016-07-21,food supplement,unauthorised novel food ingredient agmatine sulphate,United States,Slovenia,Heavy metals,2016,7
2012.1395,"Listeria monocytogenes (presence /25g) in ricotta cheese from Italy, intended for Greece",2012-10-03,ricotta cheese,Listeria monocytogenes,Italy,Greece,Microbiological contamination,2012,10
2017.2197,"mercury (2.9 mg/kg - ppm) in frozen swordfish slices from Spain, intended for Italy",2017-12-21,frozen swordfish slices,mercury,Spain,Italy,Heavy metals,2017,12
2019.1645,"Salmonella (presence /25g) in organic chlorella powder from India, intended for Germany",2019-05-02,organic chlorella powder,Salmonella,India,Germany,Microbiological contamination,2019,5
2017.1635,"unauthorised substance triazophos (0.11 mg/kg - ppm) in cluster beans from India, intended for Austria",2017-10-10,cluster beans,unauthorised substance triazophos,India,Austria,Labelling / regulatory non-compliance,2017,10
2011.1556,"Salmonella (presence /25g) in dry sausage from Spain, intended for Andorra",2011-11-04,dry sausage,Salmonella,Spain,Andorra,Microbiological contamination,2011,11
2017.1456,"bulging packaging of hummus spread from the Netherlands, intended for Belgium",2017-09-15,hummus spread,bulging packaging,Netherlands,Belgium,Other,2017,9
2017.0223,"benzalkonium chloride (BAC) (0.92; 0.36 mg/kg - ppm) in frozen hake fillets from South Africa, intended for Italy",2017-02-22,frozen hake fillets,benzalkonium chloride (BAC),South Africa,Italy,Other,2017,2
2014.168,"residue level above MRL for doxycycline (139 µg/kg - ppb) in frozen duck legs from Hungary, intended for Belgium",2014-12-08,frozen duck legs,residue level above MRL for doxycycline,Hungary,Belgium,Pesticide residues,2014,12
2018.0264,"high content of vitamin B6 (recommended intake: 50-100 mg/day) in food supplement from the Netherlands, intended for Austria",2018-01-31,food supplement,high content of vitamin B6,Netherlands,Austria,Other,2018,1
2009.1567,Staphylococcal enterotoxin (presence in 5 samples /25g) in raw milk cheese from France,2009-11-13,raw milk cheese,Staphylococcal enterotoxin,France,France,Other,2009,11
2011.0598,"migration of primary aromatic amines (4,4´-diaminodiphenylmethane: 10.4 µg/dm²) from pan turner from China, intended for Switzerland",2011-05-06,pan turner,migration of primary aromatic amines,China,Switzerland,Packaging / chemical migration,2011,5
2015.0897,plastic fragments in tofu basilico from Germany,2015-07-10,tofu basilico,plastic fragments,Germany,Germany,Foreign bodies,2015,7
2009.1306,"migration of formaldehyde (665.0; 585.2 mg/kg - ppm) from melamine mug from China (Hong Kong), via the Netherlands and via Germany",2009-10-08,melamine mug,migration of formaldehyde,Hong Kong,Germany,Packaging / chemical migration,2009,10
2016.1004,"Listeria monocytogenes (< 10 CFU/g) in sliced roast chicken from France, intended for Luxembourg",2016-07-27,sliced roast chicken,Listeria monocytogenes,France,Luxembourg,Microbiological contamination,2016,7
2014.0435,"high count of Escherichia coli (3200 CFU/g) in paan leaves from India, intended for United Kingdom",2014-04-01,paan leaves,high count of Escherichia coli,India,United Kingdom,Microbiological contamination,2014,4
2010.0341,"too high content of nitrite (0.15; 0.3; 0.14 mg/l) in natural mineral water from Ukraine, intended for Estonia",2010-03-17,natural mineral water,too high content of nitrite,Ukraine,Estonia,Other,2010,3
2018.1044,"too high intake of zinc (27 mg/day) from food supplement from the Czech Republic, intended for Germany",2018-04-18,food supplement,too high intake of zinc,Czech Republic,Germany,Other,2018,4
2019.2845,"Salmonella (presence /25g) in raw milk Roquefort cheese from France, intended for Austria",2019-08-02,raw milk roquefort cheese,Salmonella,France,Austria,Microbiological contamination,2019,8
2009.1709,"Salmonella in soybean meal from Italy, intended for Austria",2009-12-09,soybean meal,Salmonella,Italy,Austria,Microbiological contamination,2009,12
2019.1727,"shigatoxin-producing Escherichia coli (stx1+ stx2+ eae+) in soft cheese (Chaource) from France, intended for Italy",2019-05-08,soft cheese (chaource),shigatoxin-producing Escherichia coli,France,Italy,Microbiological contamination,2019,5
2016.1061,"Salmonella (presence /25g) in tahini from Syria, intended for France",2016-08-05,tahini,Salmonella,Syria,France,Microbiological contamination,2016,8
2019.2128,"migration of melamine (up to 16.97 mg/kg - ppm) from melamine plates from China, via Denmark, intended for Italy",2019-06-11,melamine plates,migration of melamine,China,Italy,Packaging / chemical migration,2019,6
2013.0612,"plastic fragments (sharp, hard) in organic gluten free bread from Germany, intended for Italy",2013-04-30,organic gluten free bread,plastic fragments,Germany,Italy,Foreign bodies,2013,4
2019.2725,"unauthorised feed additive cannabidiol (CBD) in complementary feed from Spain, intended for Czech Republic",2019-07-26,complementary feed,unauthorised feed additive cannabidiol (CBD),Spain,Czech Republic,Food additives,2019,7
2015.1526,"traces of lactoprotein (9.25 mg/kg - ppm) in coconut milk drink from Thailand, via the United Kingdom, intended for Ireland",2015-12-03,coconut milk drink,traces of lactoprotein,Thailand,Ireland,Allergens,2015,12
2010.1334,"migration of epoxidised soybean oil (ESBO) (92.0 mg/kg - ppm) from lid of glass jars containing lime pickles from the United Kingdom, via the Netherlands, intended for Finland",2010-10-04,lid of glass jars containing lime pickles,migration of epoxidised soybean oil (ESBO),United Kingdom,Finland,Packaging / chemical migration,2010,10
2018.1282,"parasitic infestation with nematodes of chilled greater weever (Trachinus draco) from France, intended for Spain",2018-05-09,chilled greater weever (trachinus draco),parasitic infestation with nematodes,France,Spain,Microbiological contamination,2018,5
2015.0428,"Salmonella enterica ser. Enteritidis (presence /25g) in frozen chicken inner fillets from Poland, intended for France",2015-04-03,frozen chicken inner fillets,Salmonella enterica ser. Enteritidis,Poland,France,Microbiological contamination,2015,4
2017.07,"Salmonella enterica ser. Heidelberg (present /25g) in frozen salted chicken breasts from Brazil, via the Netherlands, via Hungary and via Croatia, intended for Slovenia",2017-05-23,frozen salted chicken breasts,Salmonella enterica ser. Heidelberg,Brazil,Slovenia,Microbiological contamination,2017,5
2009.1384,"hepatitis A virus (presence /75g) in mussels from the Netherlands, intended for Belgium",2009-10-20,mussels,hepatitis A virus,Netherlands,Belgium,Microbiological contamination,2009,10
2016.1255,"shigatoxin-producing Escherichia coli (stx1+ /25g) in organic barley grass tablets from Germany, intended for Slovenia",2016-09-09,organic barley grass tablets,shigatoxin-producing Escherichia coli,Germany,Slovenia,Microbiological contamination,2016,9
2013.114,"ochratoxin A (54; 44 µg/kg - ppb) in mild curry from India, intended for Switzerland",2013-08-16,mild curry,ochratoxin A,India,Switzerland,Mycotoxins,2013,8
2011.1526,"Listeria monocytogenes (<10 CFU/g) in salted smoked trout from Spain, intended for France",2011-10-28,salted smoked trout,Listeria monocytogenes,Spain,France,Microbiological contamination,2011,10
2015.0585,"dioxins (8.6 ng/kg - ppt) in fish oil from Latvia, intended for Lithuania",2015-05-12,fish oil,dioxins,Latvia,Lithuania,Other,2015,5
2018.0442,"foreign body (fiber strings: up to 10-12 cm) in yoghurts from France, intended for Italy",2018-02-20,yoghurts,foreign body,France,Italy,Foreign bodies,2018,2
2018.0225,"lead (10.5 mg/kg - ppm) in dog food from Sweden, intended for Switzerland",2018-01-26,dog food,lead,Sweden,Switzerland,Heavy metals,2018,1
2018.1304,"Salmonella (presence /25g) in frozen chicken  half breasts from Brazil, via the Netherlands, intended for United Kingdom",2018-05-11,frozen chicken  half breasts,Salmonella,Brazil,United Kingdom,Microbiological contamination,2018,5
2016.0668,"Campylobacter jejuni (12 out of 12 samples /25g) in chilled chicken leg quarters from Poland, intended for Denmark",2016-05-24,chilled chicken leg quarters,Campylobacter jejuni,Poland,Denmark,Microbiological contamination,2016,5
2011.1522,"aflatoxins (B1 = 260; Tot. = 285 / B1 = 140; Tot. = 155 µg/kg - ppb) in halva with pistachio nuts from Turkey, intended for France",2011-10-28,halva with pistachio nuts,aflatoxins,Turkey,France,Mycotoxins,2011,10
2019.4465,"cadmium (1.19 mg/kg - ppm) in chilled queen scallops (Aequipecten opercularis) from the United Kingdom, intended for France",2019-12-16,chilled queen scallops (aequipecten opercularis),cadmium,United Kingdom,France,Heavy metals,2019,12
2018.115,"Salmonella enterica ser. Enteritidis (present /25g) in frozen chicken legs from Poland, intended for Spain",2018-04-26,frozen chicken legs,Salmonella enterica ser. Enteritidis,Poland,Spain,Microbiological contamination,2018,4
2016.1274,"plastic fragments (white, hard plastic) in semolina dessert with fruits from Germany, intended for Poland",2016-09-15,semolina dessert with fruits,plastic fragments,Germany,Poland,Foreign bodies,2016,9
2012.1182,"traces of egg (31 mg/kg - ppm) in baking mix from Germany, intended for Belgium",2012-08-16,baking mix,traces of egg,Germany,Belgium,Allergens,2012,8
2009.1309,"unauthorised genetically modified (FP 967 suspected) brown linseed from Canada, via Belgium, intended for Czech Republic",2009-10-08,brown linseed,unauthorised genetically modified,Canada,Czech Republic,GMO / unauthorised composition,2009,10
2017.0585,"migration of formaldehyde (720; 770 mg/kg - ppm) from bamboo cups from China, intended for Switzerland",2017-05-05,bamboo cups,migration of formaldehyde,China,Switzerland,Packaging / chemical migration,2017,5
2018.1215,"Salmonella enterica ser. Senftenberg (presence /25g) in soy bean meal extract from Italy, intended for Austria",2018-05-03,soy bean meal extract,Salmonella enterica ser. Senftenberg,Italy,Austria,Microbiological contamination,2018,5
2013.0705,"Salmonella (present /25g) in soybean meal from Argentina, intended for Poland",2013-05-22,soybean meal,Salmonella,Argentina,Poland,Microbiological contamination,2013,5
2019.4578,"lead (23 mg/kg - ppm) in green clay from France, intended for Italy",2019-12-19,green clay,lead,France,Italy,Heavy metals,2019,12
2018.0144,Salmonella (presence /25g) in frozen chicken middle wings from Poland,2018-01-19,frozen chicken middle wings,Salmonella,Poland,Poland,Microbiological contamination,2018,1
2019.2017,plastic particles in breakfast cereals from the United Kingdom,2019-06-03,breakfast cereals,plastic particles,United Kingdom,United Kingdom,Other,2019,6
2018.1204,"suspicion of shigatoxin-producing Escherichia coli (O110) in raw milk soft cheese from France, intended for Luxembourg",2018-05-02,raw milk soft cheese,suspicion of shigatoxin-producing Escherichia coli,France,Luxembourg,Microbiological contamination,2018,5
2019.3713,"sesame undeclared on chocolate candies from France, intended for Austria",2019-10-24,chocolate candies,sesame undeclared,France,Austria,Other,2019,10
2011.0618,"high content of selenium (164 µg/item) in food supplement from the United Kingdom, intended for Netherlands",2011-05-11,food supplement,high content of selenium,United Kingdom,Netherlands,Other,2011,5
2018.0504,"traces of milk (casein: 1.2 mg/kg - ppm) in red bean cakes with melon seeds from China, via the Netherlands, intended for France",2018-02-26,red bean cakes with melon seeds,traces of milk,China,France,Allergens,2018,2
2012.0549,"aflatoxins (B1 = 151.6; Tot. = 242.5 µg/kg - ppb) in ground peanuts from Ghana, intended for United Kingdom",2012-04-17,ground peanuts,aflatoxins,Ghana,United Kingdom,Mycotoxins,2012,4
2017.14,unauthorised substance fipronil (0.036 mg/kg - ppm) in eggs from Poland,2017-09-11,eggs,unauthorised substance fipronil,Poland,Poland,Labelling / regulatory non-compliance,2017,9
2018.0142,"plastic fragments (small pieces of hard plastic) in chilled cheese slices from Denmark, intended for Sweden",2018-01-19,chilled cheese slices,plastic fragments,Denmark,Sweden,Foreign bodies,2018,1
2014.0892,"unsuitable organoleptic characteristics of cocktail shrimps from India, intended for Netherlands",2014-06-30,cocktail shrimps,unsuitable organoleptic characteristics,India,Netherlands,Other,2014,6
2009.0561,"migration of cadmium (0.27 mg/dm²) from ceramic plates from China (Hong Kong), via Spain, intended for Czech Republic",2009-04-30,ceramic plates,migration of cadmium,Hong Kong,Czech Republic,Heavy metals,2009,4
2018.2443,"unauthorised novel food ingredient Salvia hispanica  in food supplement from the United States, via the Netherlands, intended for Morocco",2018-08-29,food supplement,unauthorised novel food ingredient Salvia hispanica,United States,Morocco,Labelling / regulatory non-compliance,2018,8
2017.2207,"mercury (1.58 mg/kg - ppm) in frozen mako shark (Isurus oxyrinchus) from Spain, intended for Italy",2017-12-22,frozen mako shark (isurus oxyrinchus),mercury,Spain,Italy,Heavy metals,2017,12
2018.3811,"migration of epoxidised soybean oil (ESBO) (94 mg/kg - ppm) from lids of glass jars containing chicken flavour chilli oil with tofu from China, intended for Austria",2018-12-31,lids of glass jars containing chicken flavour chilli oil with tofu,migration of epoxidised soybean oil (ESBO),China,Austria,Packaging / chemical migration,2018,12
2010.151,"unauthorised use of colour E 124 - Ponceau 4R / cochineal red A in vacuum packed frozen tuna (Thunnes albacares) from the Netherlands, intended for Italy",2010-11-05,vacuum packed frozen tuna (thunnes albacares),unauthorised use of colour E 124 - Ponceau 4R / cochineal red A,Netherlands,Italy,Food additives,2010,11
2010.0534,"aflatoxins (B1 = 12 / B1 = 13 / B1 = 12.5 µg/kg - ppb) in chilli powder from India, intended for Switzerland",2010-04-30,chilli powder,aflatoxins,India,Switzerland,Mycotoxins,2010,4
2010.0689,"Salmonella (presence /25g) in soybean meal from Argentina, intended for Poland",2010-06-01,soybean meal,Salmonella,Argentina,Poland,Microbiological contamination,2010,6
2018.0468,"chlorpyrifos (0.16 mg/kg - ppm) in apples from Poland, intended for Czech Republic",2018-02-22,apples,chlorpyrifos,Poland,Czech Republic,Other,2018,2
2012.1391,"parasitic infestation with Anisakis of chilled monkfish from the United Kingdom, intended for Italy",2012-10-02,chilled monkfish,parasitic infestation with Anisakis,United Kingdom,Italy,Microbiological contamination,2012,10
2011.1086,"adulteration (vegetable fats 40.5 and oils 34.2 g/100g) of milk powder dispatched from Poland, intended for Hungary",2011-08-10,milk powder,adulteration,Poland,Hungary,Other,2011,8
2011.1514,"Salmonella (1 out of 4 samples /25g) in chilled green herbs in bags from Vietnam, intended for Norway",2011-10-27,chilled green herbs in bags,Salmonella,Vietnam,Norway,Microbiological contamination,2011,10
2016.0656,"too high content of iron (between 425 and 2550 mg/kg dry matter) in cat food from France, intended for Turkey",2016-05-23,cat food,too high content of iron,France,Turkey,Other,2016,5
2015.0103,"Bacillus cereus (2200 CFU/g) in vanilla mini rice cakes from the Netherlands, intended for Germany",2015-01-29,vanilla mini rice cakes,Bacillus cereus,Netherlands,Germany,Microbiological contamination,2015,1
2017.0197,"aflatoxins (B1 = 4.57; Tot. = 5.20 µg/kg - ppb) in helva with pistachios from Turkey, intended for Germany",2017-02-15,helva with pistachios,aflatoxins,Turkey,Germany,Mycotoxins,2017,2
2019.2319,"traces of almond (6 mg/kg - ppm) in hazelnut stracciatella ice cream from Italy, intended for Malta",2019-06-27,hazelnut stracciatella ice cream,traces of almond,Italy,Malta,Allergens,2019,6
2017.0591,"Salmonella (present /25g) in chilled vacuum-packed beef carpaccio with cheese from Spain, intended for Portugal",2017-05-08,chilled vacuum-packed beef carpaccio with cheese,Salmonella,Spain,Portugal,Microbiological contamination,2017,5
2010.0441,"aflatoxins (B1 = 86.1; Tot. = 93.5 µg/kg - ppb) in pistachio nuts in shell from the United States, via Belgium",2010-04-08,pistachio nuts in shell,aflatoxins,United States,Belgium,Mycotoxins,2010,4
2019.3283,"aflatoxins (B1 = 17; Tot. = 21 µg/kg - ppb) in nutmeg from Lebanon, intended for France",2019-09-16,nutmeg,aflatoxins,Lebanon,France,Mycotoxins,2019,9
2010.1194,"unauthorised substance leucomalachite green (3.3 µg/kg - ppb) in frozen cooked shrimp tails from Thailand, intended for Switzerland",2010-09-01,frozen cooked shrimp tails,unauthorised substance leucomalachite green,Thailand,Switzerland,Labelling / regulatory non-compliance,2010,9
2019.2488,"migration of melamine (3.2 mg/kg - ppm) from bamboo fiber tableware set for children from China, intended for Latvia",2019-07-10,bamboo fiber tableware set for children,migration of melamine,China,Latvia,Packaging / chemical migration,2019,7
2013.0888,inadequate thermal processing of artisanal black olive condiments from France,2013-06-25,artisanal black olive condiments,inadequate thermal processing,France,France,Other,2013,6
2019.1063,"cadmium (7.7 mg/kg - ppm) in frozen squid from China, intended for Switzerland",2019-03-21,frozen squid,cadmium,China,Switzerland,Heavy metals,2019,3
2019.0003,"deterioration of organoleptic characteristics of food in contact with drinking bottle from China, via Denmark, intended for Lithuania",2019-01-02,drinking bottle,deterioration of organoleptic characteristics,China,Lithuania,Other,2019,1
2012.1224,"too high content of colour E 160b - annato/bixin/norbixin (bixin: 1700; norbixin: 74 mg/kg - ppm) in paprika powder from Lebanon, intended for Germany",2012-08-24,paprika powder,too high content of colour E 160b - annato/bixin/norbixin,Lebanon,Germany,Food additives,2012,8
2016.1378,"risk of overdosage with nicotinic acid from consuming food supplement from the United Kingdom, via Poland and via the Netherlands, intended for Italy",2016-10-07,food supplement,risk of overdosage with nicotinic acid,United Kingdom,Italy,Heavy metals,2016,10
2016.036,"Penicillium moulds (presence) in soybean from the Czech Republic, intended for Slovakia",2016-03-24,soybean,Penicillium moulds,Czech Republic,Slovakia,Microbiological contamination,2016,3
2018.1271,"shigatoxin-producing Escherichia coli (stx1+ /25g) in frozen kangaroo striploin from Australia, via Belgium, intended for United Kingdom",2018-05-09,frozen kangaroo striploin,shigatoxin-producing Escherichia coli,Australia,United Kingdom,Microbiological contamination,2018,5
2019.2154,"high content of cyanide (230 mg/kg - ppm) in organic linseeds from India, via Germany, intended for Austria",2019-06-13,organic linseeds,high content of cyanide,India,Austria,Other,2019,6
2018.2343,"Listeria monocytogenes (presence /25g) in cooked prawns from Spain, intended for Slovenia",2018-08-17,cooked prawns,Listeria monocytogenes,Spain,Slovenia,Microbiological contamination,2018,8
2011.1867,"fraud - expiry dates changed of green beans from Germany, intended for Romania",2011-12-19,green beans,fraud - expiry dates changed,Germany,Romania,Labelling / regulatory non-compliance,2011,12
2016.1544,"risk of breakage of bottles containing soft drink from Italy, intended for France",2016-11-10,bottles containing soft drink,risk of breakage,Italy,France,Other,2016,11
2009.0885,"traces of peanut (protein: 69.70 mg/kg - ppm) in hazelnut biscuits from Bulgaria, intended for Slovakia",2009-07-08,hazelnut biscuits,traces of peanut,Bulgaria,Slovakia,Allergens,2009,7
2010.1324,"migration of epoxidised soybean oil (ESBO) (199.2 mg/kg - ppm) from lid of glass jars containing sesame paste from Turkey, intended for Netherlands",2010-09-30,lid of glass jars containing sesame paste,migration of epoxidised soybean oil (ESBO),Turkey,Netherlands,Packaging / chemical migration,2010,9
2014.1015,"migration of primary aromatic amines (aniline 0.113; 4,4´- diaminodiphenylmethane 3.296 mg/kg - ppm) from slotted kitchen spatulas from China, intended for Spain",2014-07-23,slotted kitchen spatulas,migration of primary aromatic amines,China,Spain,Packaging / chemical migration,2014,7
2018.3015,"Listeria monocytogenes (present /25g) in chilled vacuum-packed black angus steak tartare meat from Ireland, intended for Netherlands",2018-10-24,chilled vacuum-packed black angus steak tartare meat,Listeria monocytogenes,Ireland,Netherlands,Microbiological contamination,2018,10
2014.1063,"foodborne outbreak suspected (Salmonella enteritidis) to be caused by eggs from Germany, intended for Austria",2014-07-31,eggs,foodborne outbreak suspected,Germany,Austria,Microbiological contamination,2014,7
2019.3561,"botulinum toxin in bovines producing milk from Belgium, intended for Germany",2019-10-11,bovines producing milk,botulinum toxin,Belgium,Germany,Other,2019,10
2017.024,"too high count of Escherichia coli (490 MPN/100g) in live mussels from Spain, intended for Hungary",2017-02-24,live mussels,too high count of Escherichia coli,Spain,Hungary,Microbiological contamination,2017,2
2016.1795,"Listeria monocytogenes (2200 CFU/g) in raw milk cheeses from France, intended for Malta",2016-12-22,raw milk cheeses,Listeria monocytogenes,France,Malta,Microbiological contamination,2016,12
2019.2163,"Salmonella enterica ser. Derby (presence /25g) in vacuum-packed frozen turkey steaks from Poland, intended for Spain",2019-06-14,vacuum-packed frozen turkey steaks,Salmonella enterica ser. Derby,Poland,Spain,Microbiological contamination,2019,6
2017.2203,"unauthorised substance fipronil (1.9 mg/kg - ppm) in whole egg powder from Romania, via Poland and via the Czech Republic, intended for Austria",2017-12-22,whole egg powder,unauthorised substance fipronil,Romania,Austria,Labelling / regulatory non-compliance,2017,12
2018.2069,"histamine (2200; 2600 mg/kg - ppm) in anchovy fillets with olive oil from Italy, intended for Hong Kong",2018-07-20,anchovy fillets with olive oil,histamine,Italy,Hong Kong,Other,2018,7
2019.3548,"Listeria monocytogenes (>15 000 CFU/g) in smoked chicken legs from France, intended for Belgium",2019-10-11,smoked chicken legs,Listeria monocytogenes,France,Belgium,Microbiological contamination,2019,10
2019.1903,"glass fragments in sliced beetroot from the United Kingdom, intended for Belgium",2019-05-23,sliced beetroot,glass fragments,United Kingdom,Belgium,Foreign bodies,2019,5
2016.1327,"residue level above MRL for sulfadimethoxine (652 µg/kg - ppb) in dried boar sausages from Italy, intended for Austria",2016-09-26,dried boar sausages,residue level above MRL for sulfadimethoxine,Italy,Austria,Pesticide residues,2016,9
2018.2406,"Salmonella in organic cardamom powder from Guatemala, intended for New Zealand",2018-08-23,organic cardamom powder,Salmonella,Guatemala,New Zealand,Microbiological contamination,2018,8
2015.076,"norovirus (genotype II- positive /25g) in frozen cleaned strawberries from Egypt, intended for Germany",2015-06-13,frozen cleaned strawberries,norovirus,Egypt,Germany,Microbiological contamination,2015,6
2015.0614,"2,4-dinitrophenol (DNP) (11 mg/kg - ppm) in food supplement from the United States, via the Netherlands, intended for Sweden",2015-05-20,food supplement,"2,4-dinitrophenol (DNP)",United States,Sweden,Other,2015,5
2017.2033,"Cronobacter sakazakii (presence in 30 x 10g) in infant formula from the Netherlands, intended for Pakistan",2017-11-27,infant formula,Cronobacter sakazakii,Netherlands,Pakistan,Other,2017,11
2017.0866,"cheese from the Netherlands infested with moulds (presence /g), intended for Denmark",2017-06-16,cheese,infested with moulds,Netherlands,Denmark,Microbiological contamination,2017,6
2018.0956,Listeria monocytogenes (presence /25g) in pasteurized cow's milk cheeses from Belgium,2018-04-11,pasteurized cow's milk cheeses,Listeria monocytogenes,Belgium,Belgium,Microbiological contamination,2018,4
2013.1637,"Listeria monocytogenes in sheep's cheese from France, intended for Austria",2013-12-10,sheep's cheese,Listeria monocytogenes,France,Austria,Microbiological contamination,2013,12
2016.0705,"job's tear or Chinese pearl barley (Coix lacryma-jobi) from Thailand infested with insects (rice flour beetle - Tribolium castaneum), intended for Ireland",2016-06-01,job's tear or chinese pearl barley (coix lacryma-jobi),infested with insects,Thailand,Ireland,Other,2016,6
2010.091,"chlormequat (0.24 mg/kg - ppm) in seedless grapes from India, via the Slovak Republic, intended for Czech Republic",2010-07-07,seedless grapes,chlormequat,India,Czech Republic,Other,2010,7
2019.2196,"Listeria monocytogenes (in 1 out of 5 samples /25g) in sliced roasted chicken breast fillets from Poland, intended for France",2019-06-17,sliced roasted chicken breast fillets,Listeria monocytogenes,Poland,France,Microbiological contamination,2019,6
2018.2465,"high content of iodine (4.995; 4.387 mg/kg - ppm) in dried seaweed from South Korea, via Japan and via Germany, intended for Denmark",2018-08-31,dried seaweed,high content of iodine,South Korea,Denmark,Other,2018,8
2013.0107,"norovirus (group I and II) in chilled oysters (Crassostrea gigas) from France, intended for Italy",2013-01-31,chilled oysters (crassostrea gigas),norovirus,France,Italy,Microbiological contamination,2013,1
